row_idx,id
2549,56cf38a9aab44d1400b88e9a
2583,56cf3e29aab44d1400b88ed2
2591,56cdda0062d2951400fa68fb
2594,56cf3eabaab44d1400b88edb
2628,56cf45bcaab44d1400b88ef3
2629,56cf45bcaab44d1400b88ef4
2651,56cf4745aab44d1400b88f0b
2663,56cf4815aab44d1400b88f1c
2771,56cee58daab44d1400b88c1b
2792,56cf58c1aab44d1400b890ab
2851,56cf5d43aab44d1400b89136
2941,56d5005d2ccc5a1400d833f5
2964,56cdd08862d2951400fa6896
2992,56d516439d1b871400ae0615
3036,56cde11f62d2951400fa694f
3063,56cde34662d2951400fa6976
3068,56d525192593cc1400307ab5
3160,56d54bc82593cc1400307b2d
3172,56d5d41b1c85041400946e10
3198,56d66f3e1c85041400947117
3212,56d674591c85041400947133
3213,56d674591c85041400947134
3231,56d5db271c85041400946e43
3235,56cec79caab44d1400b88a36
3240,56d5ecf21c85041400946e5d
3248,56d60cd01c85041400946eed
3285,56d66b221c85041400947105
3388,56d65f691c850414009470cf
3397,56d6622d1c850414009470dc
3405,56d646091c8504140094705d
3406,56d646091c8504140094705e
3435,56ce3124aab44d1400b8852e
3602,56cfdc1e234ae51400d9bf85
3628,56cef532aab44d1400b88d19
3808,56cf3862aab44d1400b88e8c
3822,56cf3934aab44d1400b88ea9
3826,56cfee38234ae51400d9c0ef
3840,56cf4722aab44d1400b88f06
3872,56cf5478aab44d1400b88ffe
3909,56cf57c2aab44d1400b89094
3910,56cf57c2aab44d1400b89095
3914,56cff757234ae51400d9c19b
3923,56cfad77234ae51400d9be5d
3946,56cfb0ab234ae51400d9be7a
3949,56cffc18234ae51400d9c1f9
3954,56cfb1a2234ae51400d9be86
3979,56d1057217492d1400aab75c
4019,56d1099d17492d1400aab7c6
4073,56d006f6234ae51400d9c29c
4079,56d1100317492d1400aab882
4080,56d1100317492d1400aab883
4134,56d11cb517492d1400aab9b8
4138,56d11dd317492d1400aab9ca
4139,56d11dd317492d1400aab9cb
4140,56d11dd317492d1400aab9cc
4158,56d120c117492d1400aaba11
4191,56d10f6117492d1400aab870
4219,56d11d3317492d1400aab9c3
4283,56d11d0f17492d1400aab9bf
4314,56d128d017492d1400aabacf
4333,56ce98e7aab44d1400b888bf
4692,56cfb40b234ae51400d9bea5
4712,56d08aa8234ae51400d9c36b
4714,56d08aa8234ae51400d9c36d
4716,56d09354234ae51400d9c3ab
4914,56cf75e24df3c31400b0d7dc
4977,56cf7bf44df3c31400b0d82c
4981,56d463112ccc5a1400d8312c
4983,56cf7c394df3c31400b0d83c
5037,56d1297b17492d1400aabaf3
5063,56d12c3d17492d1400aabb4d
5073,56cf83a7234ae51400d9bde4
5096,56d130f217492d1400aabbc2
5118,56cf87de234ae51400d9be07
5125,56d137b1e7d4791d00902030
5138,56cf8955234ae51400d9be18
5153,56d0c933234ae51400d9c43d
5156,56d0d6db17492d1400aab662
5159,56d1b926e7d4791d009020cd
5291,56d1cc5ae7d4791d009021cc
5298,56d1271017492d1400aaba9d
5304,56d0a257234ae51400d9c3e0
5307,56d127f317492d1400aabab5
5308,56d127f317492d1400aabab6
5312,56d1cf79e7d4791d00902209
5369,56d0a987234ae51400d9c408
5507,56d21d1fe7d4791d0090265a
5566,56d24773b329da140004ecd7
5570,56d249a4b329da140004ecf3
5578,56d24b65b329da140004ed13
5579,56d24b65b329da140004ed14
5582,56d24c8bb329da140004ed1b
5625,56d267f859d6e41400145f7e
5648,56d2706859d6e41400145fde
5779,56daec56e7c41114004b4b23
5852,56d36bc559d6e41400146348
5978,56d372d559d6e414001463fb
5981,56db0b29e7c41114004b4cbb
6094,56d3772859d6e41400146498
6099,56db1f69e7c41114004b4da6
6146,56d37ac659d6e414001464d7
6151,56db229de7c41114004b4ded
6236,56d37eb059d6e41400146543
6240,56db2c52e7c41114004b4ea0
6321,56d383b159d6e414001465e5
6326,56db3d0ce7c41114004b4f82
6377,56d3863559d6e41400146637
6450,56db61d2e7c41114004b503b
6486,56db6457e7c41114004b506d
6611,56d4d4b82ccc5a1400d8327c
6648,56d5ceda1c85041400946dea
6656,56d5d0101c85041400946df6
6672,56d9a7b5dc89441400fdb6b4
6699,56d5debf1c85041400946e53
6700,56d5debf1c85041400946e54
6747,56d5ff441c85041400946ea6
6773,56d629291c85041400946f4a
6778,56d62acb1c85041400946f54
6780,56d62acb1c85041400946f56
6787,56d62ba51c85041400946f69
6830,56d9e6b9dc89441400fdb8e2
6835,56d630a31c85041400946fc6
6854,56d632371c85041400946fe3
6883,56d639a01c85041400947018
6894,56d63b2c1c85041400947030
6903,56d63b901c85041400947039
6925,56d63d821c85041400947055
6955,56daf3b2e7c41114004b4b80
6972,56daf993e7c41114004b4bef
6996,56d8d809dc89441400fdb329
6999,56db003ae7c41114004b4c14
7022,56d8dab9dc89441400fdb347
7027,56db0495e7c41114004b4c50
7036,56db0a87e7c41114004b4cb3
7072,56db0f17e7c41114004b4ceb
7073,56d8e127dc89441400fdb380
7079,56db1b38e7c41114004b4d2d
7090,56db1cbee7c41114004b4d5e
7105,56db1f11e7c41114004b4d9c
7114,56db205be7c41114004b4dbe
7117,56d8e72adc89441400fdb3b4
7121,56db2356e7c41114004b4dfc
7143,56db2841e7c41114004b4e52
7148,56db2941e7c41114004b4e6b
7150,56db2941e7c41114004b4e6d
7169,56db2c84e7c41114004b4eaa
7170,56db2c84e7c41114004b4eab
7192,56d96901dc89441400fdb413
7197,56db30ebe7c41114004b4f06
7232,56db3639e7c41114004b4f50
7241,56db36f7e7c41114004b4f5c
7246,56d96d01dc89441400fdb44e
7250,56db37c5e7c41114004b4f66
7265,56d96fb4dc89441400fdb462
7271,56db6c7ce7c41114004b50d9
7274,56d97098dc89441400fdb46d
7281,56d97163dc89441400fdb477
7285,56db6df1e7c41114004b50ec
7290,56db6e95e7c41114004b50f5
7300,56d972eadc89441400fdb48e
7310,56d973fedc89441400fdb498
7313,56db6b68e7c41114004b50c7
7319,56d9749adc89441400fdb4a1
7320,56d9749adc89441400fdb4a2
7323,56db7092e7c41114004b5107
7327,56db7092e7c41114004b510b
7329,56d97560dc89441400fdb4ab
7332,56d97560dc89441400fdb4ae
7333,56db70ebe7c41114004b5111
7365,56db75c2e7c41114004b514a
7380,56d97d8ddc89441400fdb4e4
7382,56db76fde7c41114004b515a
7386,56db779ee7c41114004b5163
7412,56d98998dc89441400fdb518
7745,56dc798714d3a41400c268d3
7850,56dcda7b9a695914005b9457
7911,56dceb899a695914005b9473
7982,56dcf8b79a695914005b94a6
7998,56dcfbdd9a695914005b94b5
8093,56dd14af9a695914005b94c5
8228,56dd260266d3e219004dac13
8336,56dd36749a695914005b9569
8353,56dd37fe66d3e219004dac78
8372,56dda3d266d3e219004dac8f
8390,56ddb1249a695914005b958c
8447,56ddfb3dcffd8e1900b4b552
8481,56de1a2a4396321400ee25cd
8490,56de4d9ecffd8e1900b4b7e3
8506,56de57394396321400ee2830
8511,56de59f24396321400ee2848
8624,56ddc5e59a695914005b95c0
8625,56ddc5e59a695914005b95c1
8657,56ddca9d9a695914005b95d8
8855,56dde54066d3e219004dadb4
9389,56deebdc3277331400b4d820
9506,56dde5409a695914005b9676
9528,56def5bd3277331400b4d851
9537,56def6ffc65bf219000b3e53
9570,56ddeb0c9a695914005b96b9
9596,56ddec6666d3e219004dae12
9679,56defa09c65bf219000b3e6b
9712,56defedf3277331400b4d871
9876,56ddf42566d3e219004dae62
10107,56dfc1797aa994140058e12e
10130,56de2995cffd8e1900b4b5eb
10162,56de2d374396321400ee2636
10173,56de2e1d4396321400ee263d
10277,56de4529cffd8e1900b4b760
10351,56de2b2d4396321400ee261f
10437,56e4793839bdeb1400347950
10467,56e481598c00841900fbafc5
10832,56de4ea54396321400ee27ce
11095,56de66ce4396321400ee288d
11156,56de7aaa4396321400ee2949
11157,56de7aaa4396321400ee294a
11231,56de83354396321400ee29b2
11284,56de6331cffd8e1900b4b851
11334,56de80edcffd8e1900b4b98e
11407,56debf69c65bf219000b3d2d
11434,56decc79c65bf219000b3d35
11484,56deda76c65bf219000b3d81
11593,56df5a2b96943c1400a5d3f3
11594,56df5a2b96943c1400a5d3f4
11612,56df5a628bc80c19004e4aff
11721,56df6d765ca0a614008f9a11
11776,56df73c156340a1900b29b98
11779,56df73c156340a1900b29b9b
11791,56df77c85ca0a614008f9ae5
11806,56df7abd56340a1900b29c04
12001,56de71ee4396321400ee2914
12002,56de71ee4396321400ee2915
12071,56de73fbcffd8e1900b4b937
12100,56de848fcffd8e1900b4b9d0
12101,56df00c33277331400b4d88d
12211,56df1961c65bf219000b3f5e
12269,56de9b07cffd8e1900b4ba2e
12327,56dee346c65bf219000b3ddf
12375,56deed163277331400b4d827
12441,56def1133277331400b4d83e
12442,56def1133277331400b4d840
12455,56defdf2c65bf219000b3ea5
12456,56defdf2c65bf219000b3ea6
12457,56defdf2c65bf219000b3ea7
12490,56df01783277331400b4d89c
12496,56df063dc65bf219000b3eef
12522,56df322e96943c1400a5d2d6
12572,56df6fa456340a1900b29b43
12702,56df14f73277331400b4d96b
12797,56df23c2c65bf219000b3fa3
12971,56df63bb96943c1400a5d4bf
13332,56dfc4a47aa994140058e17c
13376,56df47738bc80c19004e49e1
13444,56df578c8bc80c19004e4adf
13538,56df740d56340a1900b29ba5
13556,56df787656340a1900b29bfb
13661,56e0a0c97aa994140058e660
13682,56e098f17aa994140058e60f
13725,56e09b2a7aa994140058e639
13739,56e09c24231d4119001ac2cc
13854,56e0a5b6231d4119001ac326
13881,56e0a753231d4119001ac33f
14015,56df875256340a1900b29d00
14101,56df9dbd4a1a83140091eb98
14104,56df9dbd4a1a83140091eb9b
14122,56dfa2804a1a83140091ebe9
14148,56dfae9c7aa994140058dfdf
14174,56dfb5977aa994140058e02e
14176,56dfb6917aa994140058e049
14190,56dfb8f2231d4119001abcfb
14191,56dfb8f2231d4119001abcfd
14222,56dfc4ba231d4119001abdcd
14327,56dfc0887aa994140058e11e
14335,56dfd598231d4119001abe12
14351,56dfd7cf231d4119001abe32
14433,56dfe3a7231d4119001abe69
14450,56dfe6cc7aa994140058e239
14551,56dff154231d4119001abedd
14787,56e01a8f7aa994140058e2ce
14788,56e01a8f7aa994140058e2cf
14831,56e02191231d4119001abf53
15092,56e02aba7aa994140058e2e7
15098,56e02b8a7aa994140058e2f1
15284,56e0724a231d4119001ac15d
15323,56e07be97aa994140058e55e
15385,56e0856a7aa994140058e5a6
15430,56e044e9231d4119001ac01d
15486,56e06606231d4119001ac097
15501,56e06851231d4119001ac0b5
15618,56e073267aa994140058e4da
15619,56e073267aa994140058e4db
15791,56e1a1e1cd28a01900c67a36
15860,56e08680231d4119001ac26e
15864,56e087477aa994140058e5ba
15891,56e0eaeb7aa994140058e7bb
15894,56e0eb947aa994140058e7c3
15929,56e0f975231d4119001ac516
15943,56e0fcef231d4119001ac549
15948,56e0fe47cd28a01900c673f5
16003,56e0c8ed7aa994140058e6eb
16018,56e0c9b7231d4119001ac397
16116,56e0d133231d4119001ac3dc
16194,56e0ebae7aa994140058e7cc
16195,56e0ebae7aa994140058e7cd
16211,56e0f1b0231d4119001ac48a
16306,56e105afcd28a01900c6744d
16345,56e109accd28a01900c6749b
16589,56e0fb7b231d4119001ac533
16606,56e102b7cd28a01900c6742e
16697,56e0f1cd231d4119001ac498
16711,56e0f607231d4119001ac4e7
16853,56e1c51ccd28a01900c67b5a
16864,56e1c5f1cd28a01900c67b64
16870,56e1c6d5cd28a01900c67b6a
16911,56e1cc2fcd28a01900c67bb9
16932,56e109ffe3433e1400422b18
16936,56e109ffe3433e1400422b1c
16979,56e12f03e3433e1400422c98
16980,56e12f03e3433e1400422c9a
17000,56e1397fe3433e1400422cd6
17004,56e13ab5e3433e1400422cdf
17005,56e13ab5e3433e1400422ce0
17069,56e16b00cd28a01900c678d5
17144,56e19227cd28a01900c679d5
17315,56e12827cd28a01900c67667
17348,56e13568cd28a01900c676b7
17412,56e14735cd28a01900c67721
17414,56e14848cd28a01900c6773a
17454,56e153fee3433e1400422dc4
17455,56e153fee3433e1400422dc5
17472,56e1586ee3433e1400422de9
17526,56e163afe3433e1400422e66
17549,56e16959cd28a01900c6789d
17578,56e17077cd28a01900c67930
17758,56e150d1cd28a01900c677af
17837,56e16233e3433e1400422e3b
17883,56e1664de3433e1400422e93
17977,56e16c15cd28a01900c678f7
18113,56e3c6788c00841900fbaefa
18159,56e42c8439bdeb1400347915
18177,56e42f658c00841900fbaf21
18420,56e75d7100c9c71400d77010
18422,56e75d7100c9c71400d77012
18423,56e75d7100c9c71400d77013
18626,56e6b7e56fe0821900b8eb3a
18658,56e6c362de9d371400068025
18692,56e6cac0de9d37140006804b
18710,56e6ccc56fe0821900b8eb8a
18727,56e6d3336fe0821900b8ebab
18751,56e6d8f9de9d37140006807e
18769,56e6db4d6fe0821900b8ebec
18770,56e6db4d6fe0821900b8ebed
18798,56e6f11ade9d3714000680c6
18800,56e6f11ade9d3714000680c8
18975,56e75e3b37bdd419002c3eff
19022,56e779ea37bdd419002c4008
19029,56e7825400c9c71400d771ea
19115,56e70a356fe0821900b8ec90
19133,56e70b3d6fe0821900b8eca3
19135,56e70b3d6fe0821900b8eca5
19136,56e70b3d6fe0821900b8eca6
19203,56e7231d37bdd419002c3d95
19512,56e78c5900c9c71400d7728f
19790,56e780ac00c9c71400d771ca
19996,56e7960900c9c71400d7730d
19997,56e7960900c9c71400d7730e
20014,56e7990237bdd419002c41e9
20072,56e79e2737bdd419002c4254
20139,56e782c737bdd419002c406c
20150,56e7845837bdd419002c4081
20171,56e788b100c9c71400d7725d
20183,56e78af900c9c71400d77279
20193,56e78cab00c9c71400d77294
20250,56e79c1c00c9c71400d773a4
20260,56e79e2e00c9c71400d773d6
20262,56e79f5337bdd419002c4271
20290,56e7a55600c9c71400d7747b
20301,56e7a7dc37bdd419002c42d3
20302,56e7a7dc37bdd419002c42d4
20304,56e7a7dc37bdd419002c42d6
20367,56e7b21237bdd419002c4382
20379,56e7b49000c9c71400d77527
20431,56e7c00000c9c71400d77580
20434,56e7c15800c9c71400d77587
20436,56e7c15800c9c71400d77589
20437,56e7c15800c9c71400d7758a
20441,56e7963e37bdd419002c41ad
20460,56e797a637bdd419002c41ca
20482,56e7993000c9c71400d77354
20495,56e79aa800c9c71400d77371
20528,56e79d8200c9c71400d773c9
20542,56e79e5c37bdd419002c4261
20582,56e7a28800c9c71400d7744d
20584,56e7a28800c9c71400d7744f
20627,56e7af9a37bdd419002c4342
20629,56e7af9a37bdd419002c4344
20631,56e7b01b37bdd419002c4353
20642,56e7b0eb00c9c71400d774f3
20650,56e7b1d437bdd419002c4379
20704,56e81e0737bdd419002c4421
20705,56e81e0737bdd419002c4422
20724,56e81ee337bdd419002c4436
20863,56e82c3737bdd419002c448c
20879,56e82d0100c9c71400d775ec
20888,56e82da500c9c71400d775f4
20940,56e8311437bdd419002c4493
20943,56e8311437bdd419002c4496
21065,56e83cb337bdd419002c44c5
21077,56e85f6300c9c71400d7766b
21082,56e861d000c9c71400d7767b
21107,56e8668737bdd419002c4501
21123,56e8733699e8941900975e21
21133,56e874d50b45c0140094ccb1
21199,56e8904199e8941900975e90
21249,56e8cfd799e8941900975eb1
21336,56e8dca40b45c0140094cd23
21490,56e8f2c599e8941900975f14
21504,56e8f3ff99e8941900975f23
21514,56e8f4ab0b45c0140094cd94
21642,56e8ff6c99e8941900975f6d
21675,56ea95025a205f1900d6d367
21676,56ea95025a205f1900d6d368
21678,56ea963e5a205f1900d6d370
21760,56eaab375a205f1900d6d3e7
21763,56eaab6f0030b61400a35023
21764,56eaab6f0030b61400a35024
21906,56f6fb773d8e2e1400e3730a
21907,56f6fb773d8e2e1400e3730b
21930,56f7241a3d8e2e1400e37391
21935,56f72650711bf01900a449eb
21942,56f729923d8e2e1400e373b6
21964,56f72e823d8e2e1400e373f2
22079,56f7515faef2371900625b01
22088,56f7522ea6d7ea1400e171a8
22112,56f7580ba6d7ea1400e171df
22127,56f75c11a6d7ea1400e17202
22143,56f6e8fb3d8e2e1400e372b6
22145,56f6e8fb3d8e2e1400e372b8
22161,56f6fb8f711bf01900a448be
22162,56f6fb8f711bf01900a448bf
22284,56f728733d8e2e1400e373ae
22537,56f76139a6d7ea1400e1722b
22636,56f858c6aef2371900626007
22678,56f86abca6d7ea1400e175ef
22697,56f87420a6d7ea1400e17667
22920,56f8cb159b226e1400dd1016
22927,56f8cd169e9bad19000a0530
22967,56f8d9209e9bad19000a05ed
23008,56f6fbeb711bf01900a448c4
23051,56f71740711bf01900a44935
23055,56f7188d711bf01900a44952
23056,56f7188d711bf01900a44953
23071,56f71ecf711bf01900a449a7
23168,56f754cea6d7ea1400e171c5
23177,56f75884a6d7ea1400e171e6
23178,56f75884a6d7ea1400e171e7
23189,56f75cbfaef2371900625b57
23190,56f75cbfaef2371900625b58
23332,56f71ca1711bf01900a4497f
23362,56f72a1d3d8e2e1400e373bf
23460,56f7f401aef2371900625cc6
23485,56f81c7da6d7ea1400e173bb
23718,56f957e29b226e1400dd136b
23765,56f95ca49e9bad19000a088e
23768,56f95d2a9b226e1400dd13bc
23848,56f96a3c9e9bad19000a08ee
23850,56f96a3c9e9bad19000a08f0
23888,56f7c172a6d7ea1400e1726a
23919,56f7cc5faef2371900625c14
23926,56f7d060a6d7ea1400e17298
23929,56f7d4f7aef2371900625c24
23933,56f7d6d8aef2371900625c2c
23939,56f7d89aa6d7ea1400e1729f
23962,56f7eae1a6d7ea1400e172b9
23965,56f7eae1a6d7ea1400e172bc
23978,56f7f502a6d7ea1400e1731e
23992,56f7f86faef2371900625d08
24021,56f81745aef2371900625dc8
24047,56f8220daef2371900625e09
24074,56f82bcfaef2371900625ea1
24093,56f83111aef2371900625edc
24160,56f855e8a6d7ea1400e1759e
24221,56f894a19b226e1400dd0c41
24239,56f8961a9e9bad19000a018b
24250,56f896ab9e9bad19000a0196
24303,56f89d879b226e1400dd0cc2
24304,56f89d879b226e1400dd0cc3
24355,56f8a4a59e9bad19000a024c
24481,56f88f71aef237190062619f
24510,56f89bfa9b226e1400dd0cb9
24519,56f89f569b226e1400dd0ce0
24573,56f8af259b226e1400dd0e01
24609,56f8b80d9b226e1400dd0eac
24630,56f8c0389b226e1400dd0f2f
24641,56f8c4d09b226e1400dd0f72
24672,56f8c9cd9b226e1400dd0fff
24710,56f8d3179b226e1400dd1095
24712,56f8d3179b226e1400dd1097
24761,56f89b129b226e1400dd0caa
24795,56f8a4cf9b226e1400dd0d2b
24801,56f8a7409b226e1400dd0d5e
24838,56f8b7f99e9bad19000a0393
24851,56f8ba5a9b226e1400dd0ebe
24879,56f8c1a59e9bad19000a0439
24911,56f8cb819e9bad19000a0507
24917,56f8cc9d9e9bad19000a0528
24970,56f8de279e9bad19000a062d
25046,56f8ac9b9e9bad19000a02cd
25308,56f9357a9e9bad19000a080c
25348,56f941eb9b226e1400dd12d1
25421,56f96ea89e9bad19000a08fb
25610,56f984649b226e1400dd14f5
25611,56f984649b226e1400dd14f6
25615,56f984f59e9bad19000a0a0e
25655,56f98b7f9e9bad19000a0a95
25661,56f98e239b226e1400dd155e
25675,56f990ab9b226e1400dd1598
25692,56f8dbf69b226e1400dd1118
25693,56f8dbf69b226e1400dd1119
25694,56f8dbf69b226e1400dd111a
25696,56f8dbf69b226e1400dd111c
25751,56f8ea1d9b226e1400dd11c0
25755,56f8eaef9b226e1400dd11c7
25765,56f8ecd49e9bad19000a0708
25798,56f8f3eb9e9bad19000a076e
25843,56f8fb439b226e1400dd1227
25846,56f8fb439b226e1400dd122a
25989,56f97f069e9bad19000a09cc
26001,56f982999b226e1400dd14ed
26047,56f9867d9e9bad19000a0a31
26114,56f98a729b226e1400dd1544
26403,56f97e179b226e1400dd14ba
26455,56f9851f9b226e1400dd14ff
26515,56f9d73f9e9bad19000a0b08
26582,56f9e1b39b226e1400dd15df
26583,56f9e1b39b226e1400dd15e0
26642,56f9ebe18f12f3190062fffa
26676,56fa74058f12f3190063014b
26685,56fa7909f34c681400b0c0ce
26711,56fa7cba8f12f3190063015d
26732,56fa84e7f34c681400b0c0e1
26826,56faae57f34c681400b0c113
26869,56faca31f34c681400b0c12e
26885,56facca98f12f319006301ba
26957,56f9f78c8f12f3190063001a
27182,56fa50008f12f3190063011b
27190,56fa5330f34c681400b0c07b
27192,56fa5330f34c681400b0c07d
27232,56fa621f8f12f31900630142
27307,56fa08a8f34c681400b0bf79
27310,56fa08a8f34c681400b0bf7c
27342,56fad69b8f12f319006301db
27509,56faebc18f12f319006302d0
27582,56fb30738f12f31900630309
27586,56fb3290f34c681400b0c202
27590,56fb3441f34c681400b0c20b
27598,56fb353df34c681400b0c21d
27604,56fb61e78ddada1400cd63b0
27640,56fb6507b28b3419009f1d0c
27701,56fb73b5b28b3419009f1d4c
27713,56fb74e58ddada1400cd6409
27724,56fb76b08ddada1400cd6414
27756,56fb7af18ddada1400cd6448
27757,56fb7af18ddada1400cd6449
27840,56fb82d8b28b3419009f1dbc
27844,56fb82d8b28b3419009f1dc0
27856,56fb847db28b3419009f1ddb
27912,56fb8a1cb28b3419009f1e22
27918,56fb8d378ddada1400cd64dc
27932,56fb9055b28b3419009f1e2c
27966,56fb942cb28b3419009f1e53
27986,56fb966eb28b3419009f1e7a
28113,56fc3f0e00a8df190040382c
28226,56fdc789761e401900d28bf1
28228,56fdc947761e401900d28bf4
28300,56fde89119033b140034cdb1
28317,56fdeafd19033b140034cdcd
28319,56fdeafd19033b140034cdcf
28334,56fdee67761e401900d28c59
28429,5706477d75f01819005e7af8
28432,5706480975f01819005e7b00
28433,5706480975f01819005e7b01
28438,5706498475f01819005e7b0b
28447,57064d0675f01819005e7b26
28500,5706a58a75f01819005e7cb8
28511,5706ac8d52bb891400689b69
28540,5706bbd52eaba6190074acc2
28560,5706c2370eeca41400aa0e03
28565,5706c2a60eeca41400aa0e0d
28567,5706c2a60eeca41400aa0e0f
28574,5706c30b0eeca41400aa0e1b
28577,5706cb470eeca41400aa0e31
28585,5706cd480eeca41400aa0e42
28586,5706cd480eeca41400aa0e43
28595,5706cee50eeca41400aa0e4d
28601,5706cf6e0eeca41400aa0e58
28606,5706e4d990286e26004fc72a
28626,5707074190286e26004fc812
28660,57070e0c9e06ca38007e9345
28685,570712049e06ca38007e938b
28699,570713c490286e26004fc8ca
28710,5705dec952bb891400689639
28762,5705f57252bb891400689741
28943,5705e5c275f01819005e7716
28950,5705e72075f01819005e772c
28952,5705e72075f01819005e772e
28989,5705eef775f01819005e7795
28995,5705f31875f01819005e77ba
29012,570680d952bb891400689a16
29035,5706899e75f01819005e7beb
29040,57068cda75f01819005e7bf5
29041,57068cda75f01819005e7bf6
29090,57069fac75f01819005e7c5e
29130,5706a71675f01819005e7cdc
29220,5705f85275f01819005e77e9
29270,5706068852bb8914006897c0
29294,5706872b52bb891400689a47
29322,5706a3b152bb891400689b01
29338,5706ac4e75f01819005e7d0b
29388,5706d7962eaba6190074ad30
29435,57060ece75f01819005e791c
29446,570612ce52bb891400689858
29529,5706398252bb89140068998c
29546,5706402075f01819005e7abe
29567,5706ba0c2eaba6190074ac8f
29725,5706fd4e90286e26004fc7b0
29736,57061a1e75f01819005e7986
29758,57061e0f52bb8914006898c4
29777,5706219a52bb8914006898db
29862,5706324275f01819005e7a6d
29863,5706324275f01819005e7a6e
29885,570637be52bb89140068997a
29910,57063fcb52bb8914006899b2
29974,5706565675f01819005e7b62
30097,57069b7b52bb891400689ac9
30147,5706a62375f01819005e7ccc
30217,5706ae9775f01819005e7d24
30285,5706b1910eeca41400aa0d40
30297,5706b4af0eeca41400aa0d5e
30422,5706bbe32eaba6190074acca
30443,5706ee379e06ca38007e921c
30482,5707066b9e06ca38007e92b4
30483,5707066b9e06ca38007e92b5
30488,57070ba69e06ca38007e9309
30499,5707083f90286e26004fc822
30505,57070a329e06ca38007e92e5
30548,5707107390286e26004fc88b
30570,570712839e06ca38007e9394
30593,570714f39e06ca38007e93c3
30601,570715649e06ca38007e93cf
30614,570716b490286e26004fc8e6
30669,57071b959e06ca38007e942f
30701,57071e999e06ca38007e946e
30702,57071e999e06ca38007e946f
30757,5707261a90286e26004fc964
30803,5707feb09e06ca38007e94dd
30940,57098554200fba1400368127
31052,5709b2a2200fba1400368275
31077,57094c819928a81400471501
31084,5709b6d7ed30961900e84451
31202,570a059c6d058f1900182c75
31309,570a898d4103511400d59836
31392,570aa0106d058f1900183013
31473,570aaf434103511400d5992a
31493,570ab1ba6d058f1900183088
31495,570ab1ba6d058f190018308a
31505,570ab31c6d058f190018309c
31551,570955119928a81400471534
31553,570955119928a81400471536
31946,5709783fed30961900e841a8
